YEAR_x,TEAM,RUNS SCORED_x,WICKETS LOST_x,WICKETS TAKEN_x,AGAINST_x,RESULT_x,VENUE_x,WINNER_x,YEAR_y,RUNS SCORED_y,WICKETS LOST_y,WICKETS TAKEN_y,AGAINST_y,RESULT_y,VENUE_y,WINNER_y
,,273,9,10,AUS,LOST,NOTTINGHAM,,,312,10,9,AUS,LOST,SYDNEY,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,363,9,10,SCO,WON,HOBART,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,133,10,1,SA,LOST,SYDNEY,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,NR,NR,NR,BAN,NR,BRISBANE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,151,10,9,NZ,LOST,AUCKLAND,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,417,6,10,AFG,WON,PERTH,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,376,9,10,SL,WON,SYDNEY,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,133,3,10,SCO,WON,HOBART,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,216,4,10,PAK,WON,ADELAIDE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,328,7,10,IND,WON,SYDNEY,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,186,3,10,NZ,WON,MELBOURNE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,123,10,2,NZ,LOST,WELLINGTON,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,303,8,10,SCO,WON,CHRISTCHURCH,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,309,6,1,SL,LOST,WELLINGTON,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,260,10,7,BAN,LOST,ADELAIDE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,101,1,7,AFG,WON,SYDNEY,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,177,10,7,IND,LOST,MELBOURNE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,408,5,10,WI,WON,SYDNEY,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,411,4,10,IRE,WON,CANBERRA,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,202,10,10,PAK,LOST,AUCKLAND,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,341,6,10,UAE,WON,WELLINGTON,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,134,1,10,SL,WON,SYDNEY,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,281,5,6,NZ,LOST,AUCKLAND,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,286,6,7,UAE,WON,NELSON,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,289,10,2,WI,LOST,CANBERRA,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,215,10,7,PAK,LOST,BRISBANE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,326,10,8,IRE,LOST,HOBART,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,287,10,4,IND,LOST,AUCKLAND,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,307,7,10,SA,WON,MELBOURNE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,104,1,10,UAE,WON,PERTH,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,185,6,10,WI,WON,PERTH,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,260,2,10,IRE,WON,HAMILTON,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,288,4,7,ZIM,WON,AUCKLAND,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,302,6,10,BAN,WON,MELBOURNE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,233,10,7,AUS,LOST,SYDNEY,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,160,10,6,WI,LOST,CHRISTCHURCH,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,235,7,10,ZIM,WON,BRISBANE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,339,6,8,UAE,WON,NAPIER,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,222,10,10,SA,WON,AUCKLAND,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,241,3,10,IRE,WON,ADELAIDE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,231,10,4,AUS,LOST,ADELAIDE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,279,8,9,UAE,WON,BRISBANE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,210,10,4,SA,LOST,CANBERRA,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,331,8,10,ZIM,WON,HOBART,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,259,10,2,IND,LOST,HAMILTON,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,237,10,3,PAK,LOST,ADELAIDE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,310,6,10,PAK,WON,CHRISTCHURCH,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,372,2,10,ZIM,WON,CANBERRA,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,151,10,5,SA,LOST,SYDNEY,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,182,10,6,IND,LOST,PERTH,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,176,4,10,UAE,WON,NAPIER,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,250,10,6,NZ,LOST,WELLINGTON,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,184,10,8,ENG,LOST,CHRISTCHURCH,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,210,10,9,AFG,LOST,DUNEDIN,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,318,8,4,BAN,LOST,NELSON,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,215,10,9,SL,LOST,HOBART,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,130,10,3,AUS,LOST,HOBART,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,NR,NR,NR,AUS,NR,BRISBANE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,240,10,1,SL,LOST,MELBOURNE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,322,4,8,SCO,WON,NELSON,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,275,7,10,ENG,WON,ADELAIDE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,288,7,7,NZ,LOST,HAMILTON,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,193,10,6,IND,LOST,MELBOURNE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,278,9,8,IRE,LOST,BRISBANE,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,102,10,1,IND,LOST,PERTH,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,210,8,6,PAK,LOST,NAPIER,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,195,10,6,SA,LOST,WELLINGTON,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,175,10,4,WI,LOST,NAPIER,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,,,,,,,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,232,10,6,SL,LOST,DUNEDIN,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,211,9,10,SCO,WON,DUNEDIN,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,142,10,6,AUS,LOST,PERTH,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,186,10,4,NZ,LOST,NAPIER,
,,273,9,10,AUS,LOST,NOTTINGHAM,,,111,7,1,ENG,LOST,SYDNEY,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,146,7,10,SCO,WON,DUNEDIN,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,125,2,10,ENG,WON,WELLINGTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,152,9,10,AUS,WON,AUCKLAND,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,188,4,10,AFG,WON,NAPIER,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,290,7,7,BAN,WON,HAMILTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,393,6,10,WI,WON,WELLINGTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,299,6,5,SA,WON,AUCKLAND,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,AUS,LOST,MELBOURNE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,236,6,10,AFG,WON,DUNEDIN,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,332,1,10,BAN,WON,MELBOURNE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,312,1,6,ENG,WON,WELLINGTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,312,10,9,AUS,LOST,SYDNEY,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,363,9,10,SCO,WON,HOBART,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,133,10,1,SA,LOST,SYDNEY,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,NR,NR,NR,BAN,NR,BRISBANE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,151,10,9,NZ,LOST,AUCKLAND,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,417,6,10,AFG,WON,PERTH,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,376,9,10,SL,WON,SYDNEY,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,133,3,10,SCO,WON,HOBART,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,216,4,10,PAK,WON,ADELAIDE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,328,7,10,IND,WON,SYDNEY,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,186,3,10,NZ,WON,MELBOURNE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,123,10,2,NZ,LOST,WELLINGTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,303,8,10,SCO,WON,CHRISTCHURCH,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,309,6,1,SL,LOST,WELLINGTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,260,10,7,BAN,LOST,ADELAIDE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,101,1,7,AFG,WON,SYDNEY,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,177,10,7,IND,LOST,MELBOURNE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,408,5,10,WI,WON,SYDNEY,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,411,4,10,IRE,WON,CANBERRA,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,202,10,10,PAK,LOST,AUCKLAND,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,341,6,10,UAE,WON,WELLINGTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,134,1,10,SL,WON,SYDNEY,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,281,5,6,NZ,LOST,AUCKLAND,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,286,6,7,UAE,WON,NELSON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,289,10,2,WI,LOST,CANBERRA,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,215,10,7,PAK,LOST,BRISBANE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,326,10,8,IRE,LOST,HOBART,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,287,10,4,IND,LOST,AUCKLAND,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,307,7,10,SA,WON,MELBOURNE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,104,1,10,UAE,WON,PERTH,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,185,6,10,WI,WON,PERTH,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,260,2,10,IRE,WON,HAMILTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,288,4,7,ZIM,WON,AUCKLAND,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,302,6,10,BAN,WON,MELBOURNE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,233,10,7,AUS,LOST,SYDNEY,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,160,10,6,WI,LOST,CHRISTCHURCH,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,235,7,10,ZIM,WON,BRISBANE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,339,6,8,UAE,WON,NAPIER,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,222,10,10,SA,WON,AUCKLAND,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,241,3,10,IRE,WON,ADELAIDE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,231,10,4,AUS,LOST,ADELAIDE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,279,8,9,UAE,WON,BRISBANE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,210,10,4,SA,LOST,CANBERRA,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,331,8,10,ZIM,WON,HOBART,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,259,10,2,IND,LOST,HAMILTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,237,10,3,PAK,LOST,ADELAIDE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,310,6,10,PAK,WON,CHRISTCHURCH,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,372,2,10,ZIM,WON,CANBERRA,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,151,10,5,SA,LOST,SYDNEY,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,182,10,6,IND,LOST,PERTH,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,176,4,10,UAE,WON,NAPIER,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,250,10,6,NZ,LOST,WELLINGTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,184,10,8,ENG,LOST,CHRISTCHURCH,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,210,10,9,AFG,LOST,DUNEDIN,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,318,8,4,BAN,LOST,NELSON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,215,10,9,SL,LOST,HOBART,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,130,10,3,AUS,LOST,HOBART,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,NR,NR,NR,AUS,NR,BRISBANE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,240,10,1,SL,LOST,MELBOURNE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,322,4,8,SCO,WON,NELSON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,275,7,10,ENG,WON,ADELAIDE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,288,7,7,NZ,LOST,HAMILTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,193,10,6,IND,LOST,MELBOURNE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,278,9,8,IRE,LOST,BRISBANE,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,102,10,1,IND,LOST,PERTH,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,210,8,6,PAK,LOST,NAPIER,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,195,10,6,SA,LOST,WELLINGTON,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,175,10,4,WI,LOST,NAPIER,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,,,,,,,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,232,10,6,SL,LOST,DUNEDIN,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,211,9,10,SCO,WON,DUNEDIN,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,142,10,6,AUS,LOST,PERTH,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,186,10,4,NZ,LOST,NAPIER,
,,NR,NR,NR,SA,NR,SOUTHAMPTON,,,111,7,1,ENG,LOST,SYDNEY,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,146,7,10,SCO,WON,DUNEDIN,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,125,2,10,ENG,WON,WELLINGTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,152,9,10,AUS,WON,AUCKLAND,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,188,4,10,AFG,WON,NAPIER,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,290,7,7,BAN,WON,HAMILTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,393,6,10,WI,WON,WELLINGTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,299,6,5,SA,WON,AUCKLAND,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,AUS,LOST,MELBOURNE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,236,6,10,AFG,WON,DUNEDIN,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,332,1,10,BAN,WON,MELBOURNE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,312,1,6,ENG,WON,WELLINGTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,312,10,9,AUS,LOST,SYDNEY,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,363,9,10,SCO,WON,HOBART,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,133,10,1,SA,LOST,SYDNEY,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,NR,NR,NR,BAN,NR,BRISBANE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,151,10,9,NZ,LOST,AUCKLAND,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,417,6,10,AFG,WON,PERTH,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,376,9,10,SL,WON,SYDNEY,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,133,3,10,SCO,WON,HOBART,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,216,4,10,PAK,WON,ADELAIDE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,328,7,10,IND,WON,SYDNEY,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,186,3,10,NZ,WON,MELBOURNE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,123,10,2,NZ,LOST,WELLINGTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,303,8,10,SCO,WON,CHRISTCHURCH,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,309,6,1,SL,LOST,WELLINGTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,260,10,7,BAN,LOST,ADELAIDE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,101,1,7,AFG,WON,SYDNEY,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,177,10,7,IND,LOST,MELBOURNE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,408,5,10,WI,WON,SYDNEY,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,411,4,10,IRE,WON,CANBERRA,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,202,10,10,PAK,LOST,AUCKLAND,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,341,6,10,UAE,WON,WELLINGTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,134,1,10,SL,WON,SYDNEY,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,281,5,6,NZ,LOST,AUCKLAND,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,286,6,7,UAE,WON,NELSON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,289,10,2,WI,LOST,CANBERRA,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,215,10,7,PAK,LOST,BRISBANE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,326,10,8,IRE,LOST,HOBART,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,287,10,4,IND,LOST,AUCKLAND,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,307,7,10,SA,WON,MELBOURNE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,104,1,10,UAE,WON,PERTH,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,185,6,10,WI,WON,PERTH,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,260,2,10,IRE,WON,HAMILTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,288,4,7,ZIM,WON,AUCKLAND,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,302,6,10,BAN,WON,MELBOURNE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,233,10,7,AUS,LOST,SYDNEY,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,160,10,6,WI,LOST,CHRISTCHURCH,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,235,7,10,ZIM,WON,BRISBANE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,339,6,8,UAE,WON,NAPIER,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,222,10,10,SA,WON,AUCKLAND,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,241,3,10,IRE,WON,ADELAIDE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,231,10,4,AUS,LOST,ADELAIDE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,279,8,9,UAE,WON,BRISBANE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,210,10,4,SA,LOST,CANBERRA,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,331,8,10,ZIM,WON,HOBART,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,259,10,2,IND,LOST,HAMILTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,237,10,3,PAK,LOST,ADELAIDE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,310,6,10,PAK,WON,CHRISTCHURCH,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,372,2,10,ZIM,WON,CANBERRA,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,151,10,5,SA,LOST,SYDNEY,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,182,10,6,IND,LOST,PERTH,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,176,4,10,UAE,WON,NAPIER,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,250,10,6,NZ,LOST,WELLINGTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,184,10,8,ENG,LOST,CHRISTCHURCH,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,210,10,9,AFG,LOST,DUNEDIN,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,318,8,4,BAN,LOST,NELSON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,215,10,9,SL,LOST,HOBART,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,130,10,3,AUS,LOST,HOBART,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,NR,NR,NR,AUS,NR,BRISBANE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,240,10,1,SL,LOST,MELBOURNE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,322,4,8,SCO,WON,NELSON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,275,7,10,ENG,WON,ADELAIDE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,288,7,7,NZ,LOST,HAMILTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,193,10,6,IND,LOST,MELBOURNE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,278,9,8,IRE,LOST,BRISBANE,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,102,10,1,IND,LOST,PERTH,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,210,8,6,PAK,LOST,NAPIER,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,195,10,6,SA,LOST,WELLINGTON,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,175,10,4,WI,LOST,NAPIER,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,,,,,,,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,232,10,6,SL,LOST,DUNEDIN,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,211,9,10,SCO,WON,DUNEDIN,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,142,10,6,AUS,LOST,PERTH,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,186,10,4,NZ,LOST,NAPIER,
,,212,10,2,ENG,LOST,SOUTHAMPTON,,,111,7,1,ENG,LOST,SYDNEY,
,,321,8,3,BAN,LOST,TAUNTON,,,,,,,,,
,,321,8,3,BAN,LOST,TAUNTON,,,146,7,10,SCO,WON,DUNEDIN,
,,321,8,3,BAN,LOST,TAUNTON,,,125,2,10,ENG,WON,WELLINGTON,
,,321,8,3,BAN,LOST,TAUNTON,,,152,9,10,AUS,WON,AUCKLAND,
,,321,8,3,BAN,LOST,TAUNTON,,,188,4,10,AFG,WON,NAPIER,
