YEAR_x,TEAM,RUNS SCORED_x,WICKETS LOST_x,WICKETS TAKEN_x,AGAINST_x,RESULT_x,VENUE_x,WINNER_x,YEAR_y,RUNS SCORED_y,WICKETS LOST_y,WICKETS TAKEN_y,AGAINST_y,RESULT_y,VENUE_y,WINNER_y
,,231,2,10,WI,WON,SOUTHAMPTON,,,287,10,4,IND,LOST,AUCKLAND,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,307,7,10,SA,WON,MELBOURNE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,104,1,10,UAE,WON,PERTH,
,,231,2,10,WI,WON,SOUTHAMPTON,,,185,6,10,WI,WON,PERTH,
,,231,2,10,WI,WON,SOUTHAMPTON,,,260,2,10,IRE,WON,HAMILTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,288,4,7,ZIM,WON,AUCKLAND,
,,231,2,10,WI,WON,SOUTHAMPTON,,,302,6,10,BAN,WON,MELBOURNE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,233,10,7,AUS,LOST,SYDNEY,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,160,10,6,WI,LOST,CHRISTCHURCH,
,,231,2,10,WI,WON,SOUTHAMPTON,,,235,7,10,ZIM,WON,BRISBANE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,339,6,8,UAE,WON,NAPIER,
,,231,2,10,WI,WON,SOUTHAMPTON,,,222,10,10,SA,WON,AUCKLAND,
,,231,2,10,WI,WON,SOUTHAMPTON,,,241,3,10,IRE,WON,ADELAIDE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,231,10,4,AUS,LOST,ADELAIDE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,279,8,9,UAE,WON,BRISBANE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,210,10,4,SA,LOST,CANBERRA,
,,231,2,10,WI,WON,SOUTHAMPTON,,,331,8,10,ZIM,WON,HOBART,
,,231,2,10,WI,WON,SOUTHAMPTON,,,259,10,2,IND,LOST,HAMILTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,237,10,3,PAK,LOST,ADELAIDE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,310,6,10,PAK,WON,CHRISTCHURCH,
,,231,2,10,WI,WON,SOUTHAMPTON,,,372,2,10,ZIM,WON,CANBERRA,
,,231,2,10,WI,WON,SOUTHAMPTON,,,151,10,5,SA,LOST,SYDNEY,
,,231,2,10,WI,WON,SOUTHAMPTON,,,182,10,6,IND,LOST,PERTH,
,,231,2,10,WI,WON,SOUTHAMPTON,,,176,4,10,UAE,WON,NAPIER,
,,231,2,10,WI,WON,SOUTHAMPTON,,,250,10,6,NZ,LOST,WELLINGTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,184,10,8,ENG,LOST,CHRISTCHURCH,
,,231,2,10,WI,WON,SOUTHAMPTON,,,210,10,9,AFG,LOST,DUNEDIN,
,,231,2,10,WI,WON,SOUTHAMPTON,,,318,8,4,BAN,LOST,NELSON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,215,10,9,SL,LOST,HOBART,
,,231,2,10,WI,WON,SOUTHAMPTON,,,130,10,3,AUS,LOST,HOBART,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,NR,NR,NR,AUS,NR,BRISBANE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,240,10,1,SL,LOST,MELBOURNE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,322,4,8,SCO,WON,NELSON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,275,7,10,ENG,WON,ADELAIDE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,288,7,7,NZ,LOST,HAMILTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,193,10,6,IND,LOST,MELBOURNE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,278,9,8,IRE,LOST,BRISBANE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,102,10,1,IND,LOST,PERTH,
,,231,2,10,WI,WON,SOUTHAMPTON,,,210,8,6,PAK,LOST,NAPIER,
,,231,2,10,WI,WON,SOUTHAMPTON,,,195,10,6,SA,LOST,WELLINGTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,175,10,4,WI,LOST,NAPIER,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,232,10,6,SL,LOST,DUNEDIN,
,,231,2,10,WI,WON,SOUTHAMPTON,,,211,9,10,SCO,WON,DUNEDIN,
,,231,2,10,WI,WON,SOUTHAMPTON,,,142,10,6,AUS,LOST,PERTH,
,,231,2,10,WI,WON,SOUTHAMPTON,,,186,10,4,NZ,LOST,NAPIER,
,,231,2,10,WI,WON,SOUTHAMPTON,,,111,7,1,ENG,LOST,SYDNEY,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,146,7,10,SCO,WON,DUNEDIN,
,,397,6,8,AFG,WON,MANCHESTER ,,,125,2,10,ENG,WON,WELLINGTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,152,9,10,AUS,WON,AUCKLAND,
,,397,6,8,AFG,WON,MANCHESTER ,,,188,4,10,AFG,WON,NAPIER,
,,397,6,8,AFG,WON,MANCHESTER ,,,290,7,7,BAN,WON,HAMILTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,393,6,10,WI,WON,WELLINGTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,299,6,5,SA,WON,AUCKLAND,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,AUS,LOST,MELBOURNE,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,236,6,10,AFG,WON,DUNEDIN,
,,397,6,8,AFG,WON,MANCHESTER ,,,332,1,10,BAN,WON,MELBOURNE,
,,397,6,8,AFG,WON,MANCHESTER ,,,312,1,6,ENG,WON,WELLINGTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,312,10,9,AUS,LOST,SYDNEY,
,,397,6,8,AFG,WON,MANCHESTER ,,,363,9,10,SCO,WON,HOBART,
,,397,6,8,AFG,WON,MANCHESTER ,,,133,10,1,SA,LOST,SYDNEY,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,NR,NR,NR,BAN,NR,BRISBANE,
,,397,6,8,AFG,WON,MANCHESTER ,,,151,10,9,NZ,LOST,AUCKLAND,
,,397,6,8,AFG,WON,MANCHESTER ,,,417,6,10,AFG,WON,PERTH,
,,397,6,8,AFG,WON,MANCHESTER ,,,376,9,10,SL,WON,SYDNEY,
,,397,6,8,AFG,WON,MANCHESTER ,,,133,3,10,SCO,WON,HOBART,
,,397,6,8,AFG,WON,MANCHESTER ,,,216,4,10,PAK,WON,ADELAIDE,
,,397,6,8,AFG,WON,MANCHESTER ,,,328,7,10,IND,WON,SYDNEY,
,,397,6,8,AFG,WON,MANCHESTER ,,,186,3,10,NZ,WON,MELBOURNE,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,123,10,2,NZ,LOST,WELLINGTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,303,8,10,SCO,WON,CHRISTCHURCH,
,,397,6,8,AFG,WON,MANCHESTER ,,,309,6,1,SL,LOST,WELLINGTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,260,10,7,BAN,LOST,ADELAIDE,
,,397,6,8,AFG,WON,MANCHESTER ,,,101,1,7,AFG,WON,SYDNEY,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,177,10,7,IND,LOST,MELBOURNE,
,,397,6,8,AFG,WON,MANCHESTER ,,,408,5,10,WI,WON,SYDNEY,
,,397,6,8,AFG,WON,MANCHESTER ,,,411,4,10,IRE,WON,CANBERRA,
,,397,6,8,AFG,WON,MANCHESTER ,,,202,10,10,PAK,LOST,AUCKLAND,
,,397,6,8,AFG,WON,MANCHESTER ,,,341,6,10,UAE,WON,WELLINGTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,134,1,10,SL,WON,SYDNEY,
,,397,6,8,AFG,WON,MANCHESTER ,,,281,5,6,NZ,LOST,AUCKLAND,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,286,6,7,UAE,WON,NELSON,
,,397,6,8,AFG,WON,MANCHESTER ,,,289,10,2,WI,LOST,CANBERRA,
,,397,6,8,AFG,WON,MANCHESTER ,,,215,10,7,PAK,LOST,BRISBANE,
,,397,6,8,AFG,WON,MANCHESTER ,,,326,10,8,IRE,LOST,HOBART,
,,397,6,8,AFG,WON,MANCHESTER ,,,287,10,4,IND,LOST,AUCKLAND,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,307,7,10,SA,WON,MELBOURNE,
,,397,6,8,AFG,WON,MANCHESTER ,,,104,1,10,UAE,WON,PERTH,
,,397,6,8,AFG,WON,MANCHESTER ,,,185,6,10,WI,WON,PERTH,
,,397,6,8,AFG,WON,MANCHESTER ,,,260,2,10,IRE,WON,HAMILTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,288,4,7,ZIM,WON,AUCKLAND,
,,397,6,8,AFG,WON,MANCHESTER ,,,302,6,10,BAN,WON,MELBOURNE,
,,397,6,8,AFG,WON,MANCHESTER ,,,233,10,7,AUS,LOST,SYDNEY,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,160,10,6,WI,LOST,CHRISTCHURCH,
,,397,6,8,AFG,WON,MANCHESTER ,,,235,7,10,ZIM,WON,BRISBANE,
,,397,6,8,AFG,WON,MANCHESTER ,,,339,6,8,UAE,WON,NAPIER,
,,397,6,8,AFG,WON,MANCHESTER ,,,222,10,10,SA,WON,AUCKLAND,
,,397,6,8,AFG,WON,MANCHESTER ,,,241,3,10,IRE,WON,ADELAIDE,
,,397,6,8,AFG,WON,MANCHESTER ,,,231,10,4,AUS,LOST,ADELAIDE,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,279,8,9,UAE,WON,BRISBANE,
,,397,6,8,AFG,WON,MANCHESTER ,,,210,10,4,SA,LOST,CANBERRA,
,,397,6,8,AFG,WON,MANCHESTER ,,,331,8,10,ZIM,WON,HOBART,
,,397,6,8,AFG,WON,MANCHESTER ,,,259,10,2,IND,LOST,HAMILTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,237,10,3,PAK,LOST,ADELAIDE,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,310,6,10,PAK,WON,CHRISTCHURCH,
,,397,6,8,AFG,WON,MANCHESTER ,,,372,2,10,ZIM,WON,CANBERRA,
,,397,6,8,AFG,WON,MANCHESTER ,,,151,10,5,SA,LOST,SYDNEY,
,,397,6,8,AFG,WON,MANCHESTER ,,,182,10,6,IND,LOST,PERTH,
,,397,6,8,AFG,WON,MANCHESTER ,,,176,4,10,UAE,WON,NAPIER,
,,397,6,8,AFG,WON,MANCHESTER ,,,250,10,6,NZ,LOST,WELLINGTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,184,10,8,ENG,LOST,CHRISTCHURCH,
,,397,6,8,AFG,WON,MANCHESTER ,,,210,10,9,AFG,LOST,DUNEDIN,
,,397,6,8,AFG,WON,MANCHESTER ,,,318,8,4,BAN,LOST,NELSON,
,,397,6,8,AFG,WON,MANCHESTER ,,,215,10,9,SL,LOST,HOBART,
,,397,6,8,AFG,WON,MANCHESTER ,,,130,10,3,AUS,LOST,HOBART,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,NR,NR,NR,AUS,NR,BRISBANE,
,,397,6,8,AFG,WON,MANCHESTER ,,,240,10,1,SL,LOST,MELBOURNE,
,,397,6,8,AFG,WON,MANCHESTER ,,,322,4,8,SCO,WON,NELSON,
,,397,6,8,AFG,WON,MANCHESTER ,,,275,7,10,ENG,WON,ADELAIDE,
,,397,6,8,AFG,WON,MANCHESTER ,,,288,7,7,NZ,LOST,HAMILTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,193,10,6,IND,LOST,MELBOURNE,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,278,9,8,IRE,LOST,BRISBANE,
,,397,6,8,AFG,WON,MANCHESTER ,,,102,10,1,IND,LOST,PERTH,
,,397,6,8,AFG,WON,MANCHESTER ,,,210,8,6,PAK,LOST,NAPIER,
,,397,6,8,AFG,WON,MANCHESTER ,,,195,10,6,SA,LOST,WELLINGTON,
,,397,6,8,AFG,WON,MANCHESTER ,,,175,10,4,WI,LOST,NAPIER,
,,397,6,8,AFG,WON,MANCHESTER ,,,,,,,,,
,,397,6,8,AFG,WON,MANCHESTER ,,,232,10,6,SL,LOST,DUNEDIN,
,,397,6,8,AFG,WON,MANCHESTER ,,,211,9,10,SCO,WON,DUNEDIN,
,,397,6,8,AFG,WON,MANCHESTER ,,,142,10,6,AUS,LOST,PERTH,
,,397,6,8,AFG,WON,MANCHESTER ,,,186,10,4,NZ,LOST,NAPIER,
,,397,6,8,AFG,WON,MANCHESTER ,,,111,7,1,ENG,LOST,SYDNEY,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,146,7,10,SCO,WON,DUNEDIN,
,,212,10,9,SL,LOST,LEEDS,,,125,2,10,ENG,WON,WELLINGTON,
,,212,10,9,SL,LOST,LEEDS,,,152,9,10,AUS,WON,AUCKLAND,
,,212,10,9,SL,LOST,LEEDS,,,188,4,10,AFG,WON,NAPIER,
,,212,10,9,SL,LOST,LEEDS,,,290,7,7,BAN,WON,HAMILTON,
,,212,10,9,SL,LOST,LEEDS,,,393,6,10,WI,WON,WELLINGTON,
,,212,10,9,SL,LOST,LEEDS,,,299,6,5,SA,WON,AUCKLAND,
,,212,10,9,SL,LOST,LEEDS,,,,,,AUS,LOST,MELBOURNE,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,236,6,10,AFG,WON,DUNEDIN,
,,212,10,9,SL,LOST,LEEDS,,,332,1,10,BAN,WON,MELBOURNE,
,,212,10,9,SL,LOST,LEEDS,,,312,1,6,ENG,WON,WELLINGTON,
,,212,10,9,SL,LOST,LEEDS,,,312,10,9,AUS,LOST,SYDNEY,
,,212,10,9,SL,LOST,LEEDS,,,363,9,10,SCO,WON,HOBART,
,,212,10,9,SL,LOST,LEEDS,,,133,10,1,SA,LOST,SYDNEY,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,NR,NR,NR,BAN,NR,BRISBANE,
,,212,10,9,SL,LOST,LEEDS,,,151,10,9,NZ,LOST,AUCKLAND,
,,212,10,9,SL,LOST,LEEDS,,,417,6,10,AFG,WON,PERTH,
,,212,10,9,SL,LOST,LEEDS,,,376,9,10,SL,WON,SYDNEY,
,,212,10,9,SL,LOST,LEEDS,,,133,3,10,SCO,WON,HOBART,
,,212,10,9,SL,LOST,LEEDS,,,216,4,10,PAK,WON,ADELAIDE,
,,212,10,9,SL,LOST,LEEDS,,,328,7,10,IND,WON,SYDNEY,
,,212,10,9,SL,LOST,LEEDS,,,186,3,10,NZ,WON,MELBOURNE,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,123,10,2,NZ,LOST,WELLINGTON,
,,212,10,9,SL,LOST,LEEDS,,,303,8,10,SCO,WON,CHRISTCHURCH,
,,212,10,9,SL,LOST,LEEDS,,,309,6,1,SL,LOST,WELLINGTON,
,,212,10,9,SL,LOST,LEEDS,,,260,10,7,BAN,LOST,ADELAIDE,
,,212,10,9,SL,LOST,LEEDS,,,101,1,7,AFG,WON,SYDNEY,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,177,10,7,IND,LOST,MELBOURNE,
,,212,10,9,SL,LOST,LEEDS,,,408,5,10,WI,WON,SYDNEY,
,,212,10,9,SL,LOST,LEEDS,,,411,4,10,IRE,WON,CANBERRA,
,,212,10,9,SL,LOST,LEEDS,,,202,10,10,PAK,LOST,AUCKLAND,
,,212,10,9,SL,LOST,LEEDS,,,341,6,10,UAE,WON,WELLINGTON,
,,212,10,9,SL,LOST,LEEDS,,,134,1,10,SL,WON,SYDNEY,
,,212,10,9,SL,LOST,LEEDS,,,281,5,6,NZ,LOST,AUCKLAND,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,286,6,7,UAE,WON,NELSON,
,,212,10,9,SL,LOST,LEEDS,,,289,10,2,WI,LOST,CANBERRA,
,,212,10,9,SL,LOST,LEEDS,,,215,10,7,PAK,LOST,BRISBANE,
,,212,10,9,SL,LOST,LEEDS,,,326,10,8,IRE,LOST,HOBART,
,,212,10,9,SL,LOST,LEEDS,,,287,10,4,IND,LOST,AUCKLAND,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,307,7,10,SA,WON,MELBOURNE,
,,212,10,9,SL,LOST,LEEDS,,,104,1,10,UAE,WON,PERTH,
,,212,10,9,SL,LOST,LEEDS,,,185,6,10,WI,WON,PERTH,
,,212,10,9,SL,LOST,LEEDS,,,260,2,10,IRE,WON,HAMILTON,
,,212,10,9,SL,LOST,LEEDS,,,288,4,7,ZIM,WON,AUCKLAND,
,,212,10,9,SL,LOST,LEEDS,,,302,6,10,BAN,WON,MELBOURNE,
,,212,10,9,SL,LOST,LEEDS,,,233,10,7,AUS,LOST,SYDNEY,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,160,10,6,WI,LOST,CHRISTCHURCH,
,,212,10,9,SL,LOST,LEEDS,,,235,7,10,ZIM,WON,BRISBANE,
,,212,10,9,SL,LOST,LEEDS,,,339,6,8,UAE,WON,NAPIER,
,,212,10,9,SL,LOST,LEEDS,,,222,10,10,SA,WON,AUCKLAND,
,,212,10,9,SL,LOST,LEEDS,,,241,3,10,IRE,WON,ADELAIDE,
,,212,10,9,SL,LOST,LEEDS,,,231,10,4,AUS,LOST,ADELAIDE,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,279,8,9,UAE,WON,BRISBANE,
,,212,10,9,SL,LOST,LEEDS,,,210,10,4,SA,LOST,CANBERRA,
,,212,10,9,SL,LOST,LEEDS,,,331,8,10,ZIM,WON,HOBART,
,,212,10,9,SL,LOST,LEEDS,,,259,10,2,IND,LOST,HAMILTON,
,,212,10,9,SL,LOST,LEEDS,,,237,10,3,PAK,LOST,ADELAIDE,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,310,6,10,PAK,WON,CHRISTCHURCH,
,,212,10,9,SL,LOST,LEEDS,,,372,2,10,ZIM,WON,CANBERRA,
,,212,10,9,SL,LOST,LEEDS,,,151,10,5,SA,LOST,SYDNEY,
,,212,10,9,SL,LOST,LEEDS,,,182,10,6,IND,LOST,PERTH,
,,212,10,9,SL,LOST,LEEDS,,,176,4,10,UAE,WON,NAPIER,
,,212,10,9,SL,LOST,LEEDS,,,250,10,6,NZ,LOST,WELLINGTON,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,184,10,8,ENG,LOST,CHRISTCHURCH,
,,212,10,9,SL,LOST,LEEDS,,,210,10,9,AFG,LOST,DUNEDIN,
,,212,10,9,SL,LOST,LEEDS,,,318,8,4,BAN,LOST,NELSON,
,,212,10,9,SL,LOST,LEEDS,,,215,10,9,SL,LOST,HOBART,
,,212,10,9,SL,LOST,LEEDS,,,130,10,3,AUS,LOST,HOBART,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,NR,NR,NR,AUS,NR,BRISBANE,
,,212,10,9,SL,LOST,LEEDS,,,240,10,1,SL,LOST,MELBOURNE,
,,212,10,9,SL,LOST,LEEDS,,,322,4,8,SCO,WON,NELSON,
,,212,10,9,SL,LOST,LEEDS,,,275,7,10,ENG,WON,ADELAIDE,
,,212,10,9,SL,LOST,LEEDS,,,288,7,7,NZ,LOST,HAMILTON,
,,212,10,9,SL,LOST,LEEDS,,,193,10,6,IND,LOST,MELBOURNE,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,278,9,8,IRE,LOST,BRISBANE,
,,212,10,9,SL,LOST,LEEDS,,,102,10,1,IND,LOST,PERTH,
,,212,10,9,SL,LOST,LEEDS,,,210,8,6,PAK,LOST,NAPIER,
,,212,10,9,SL,LOST,LEEDS,,,195,10,6,SA,LOST,WELLINGTON,
,,212,10,9,SL,LOST,LEEDS,,,175,10,4,WI,LOST,NAPIER,
,,212,10,9,SL,LOST,LEEDS,,,,,,,,,
,,212,10,9,SL,LOST,LEEDS,,,232,10,6,SL,LOST,DUNEDIN,
,,212,10,9,SL,LOST,LEEDS,,,211,9,10,SCO,WON,DUNEDIN,
,,212,10,9,SL,LOST,LEEDS,,,142,10,6,AUS,LOST,PERTH,
,,212,10,9,SL,LOST,LEEDS,,,186,10,4,NZ,LOST,NAPIER,
,,212,10,9,SL,LOST,LEEDS,,,111,7,1,ENG,LOST,SYDNEY,
,,221,10,7,AUS,LOST,LONDON,,,,,,,,,
,,221,10,7,AUS,LOST,LONDON,,,146,7,10,SCO,WON,DUNEDIN,
,,221,10,7,AUS,LOST,LONDON,,,125,2,10,ENG,WON,WELLINGTON,
,,221,10,7,AUS,LOST,LONDON,,,152,9,10,AUS,WON,AUCKLAND,
,,221,10,7,AUS,LOST,LONDON,,,188,4,10,AFG,WON,NAPIER,
,,221,10,7,AUS,LOST,LONDON,,,290,7,7,BAN,WON,HAMILTON,
,,221,10,7,AUS,LOST,LONDON,,,393,6,10,WI,WON,WELLINGTON,
,,221,10,7,AUS,LOST,LONDON,,,299,6,5,SA,WON,AUCKLAND,
,,221,10,7,AUS,LOST,LONDON,,,,,,AUS,LOST,MELBOURNE,
,,221,10,7,AUS,LOST,LONDON,,,,,,,,,
,,221,10,7,AUS,LOST,LONDON,,,236,6,10,AFG,WON,DUNEDIN,
,,221,10,7,AUS,LOST,LONDON,,,332,1,10,BAN,WON,MELBOURNE,
,,221,10,7,AUS,LOST,LONDON,,,312,1,6,ENG,WON,WELLINGTON,
,,221,10,7,AUS,LOST,LONDON,,,312,10,9,AUS,LOST,SYDNEY,
,,221,10,7,AUS,LOST,LONDON,,,363,9,10,SCO,WON,HOBART,
,,221,10,7,AUS,LOST,LONDON,,,133,10,1,SA,LOST,SYDNEY,
,,221,10,7,AUS,LOST,LONDON,,,,,,,,,
,,221,10,7,AUS,LOST,LONDON,,,NR,NR,NR,BAN,NR,BRISBANE,
,,221,10,7,AUS,LOST,LONDON,,,151,10,9,NZ,LOST,AUCKLAND,
,,221,10,7,AUS,LOST,LONDON,,,417,6,10,AFG,WON,PERTH,
,,221,10,7,AUS,LOST,LONDON,,,376,9,10,SL,WON,SYDNEY,
,,221,10,7,AUS,LOST,LONDON,,,133,3,10,SCO,WON,HOBART,
,,221,10,7,AUS,LOST,LONDON,,,216,4,10,PAK,WON,ADELAIDE,
,,221,10,7,AUS,LOST,LONDON,,,328,7,10,IND,WON,SYDNEY,
,,221,10,7,AUS,LOST,LONDON,,,186,3,10,NZ,WON,MELBOURNE,
,,221,10,7,AUS,LOST,LONDON,,,,,,,,,
,,221,10,7,AUS,LOST,LONDON,,,123,10,2,NZ,LOST,WELLINGTON,
,,221,10,7,AUS,LOST,LONDON,,,303,8,10,SCO,WON,CHRISTCHURCH,
,,221,10,7,AUS,LOST,LONDON,,,309,6,1,SL,LOST,WELLINGTON,
,,221,10,7,AUS,LOST,LONDON,,,260,10,7,BAN,LOST,ADELAIDE,
,,221,10,7,AUS,LOST,LONDON,,,101,1,7,AFG,WON,SYDNEY,
,,221,10,7,AUS,LOST,LONDON,,,,,,,,,
,,221,10,7,AUS,LOST,LONDON,,,177,10,7,IND,LOST,MELBOURNE,
,,221,10,7,AUS,LOST,LONDON,,,408,5,10,WI,WON,SYDNEY,
,,221,10,7,AUS,LOST,LONDON,,,411,4,10,IRE,WON,CANBERRA,
,,221,10,7,AUS,LOST,LONDON,,,202,10,10,PAK,LOST,AUCKLAND,
,,221,10,7,AUS,LOST,LONDON,,,341,6,10,UAE,WON,WELLINGTON,
,,221,10,7,AUS,LOST,LONDON,,,134,1,10,SL,WON,SYDNEY,
,,221,10,7,AUS,LOST,LONDON,,,281,5,6,NZ,LOST,AUCKLAND,
,,221,10,7,AUS,LOST,LONDON,,,,,,,,,
,,221,10,7,AUS,LOST,LONDON,,,286,6,7,UAE,WON,NELSON,
,,221,10,7,AUS,LOST,LONDON,,,289,10,2,WI,LOST,CANBERRA,
,,221,10,7,AUS,LOST,LONDON,,,215,10,7,PAK,LOST,BRISBANE,
,,221,10,7,AUS,LOST,LONDON,,,326,10,8,IRE,LOST,HOBART,
,,221,10,7,AUS,LOST,LONDON,,,287,10,4,IND,LOST,AUCKLAND,
,,221,10,7,AUS,LOST,LONDON,,,,,,,,,
,,221,10,7,AUS,LOST,LONDON,,,307,7,10,SA,WON,MELBOURNE,
,,221,10,7,AUS,LOST,LONDON,,,104,1,10,UAE,WON,PERTH,
,,221,10,7,AUS,LOST,LONDON,,,185,6,10,WI,WON,PERTH,
,,221,10,7,AUS,LOST,LONDON,,,260,2,10,IRE,WON,HAMILTON,
,,221,10,7,AUS,LOST,LONDON,,,288,4,7,ZIM,WON,AUCKLAND,
,,221,10,7,AUS,LOST,LONDON,,,302,6,10,BAN,WON,MELBOURNE,
,,221,10,7,AUS,LOST,LONDON,,,233,10,7,AUS,LOST,SYDNEY,
,,221,10,7,AUS,LOST,LONDON,,,,,,,,,
,,221,10,7,AUS,LOST,LONDON,,,160,10,6,WI,LOST,CHRISTCHURCH,
,,221,10,7,AUS,LOST,LONDON,,,235,7,10,ZIM,WON,BRISBANE,
,,221,10,7,AUS,LOST,LONDON,,,339,6,8,UAE,WON,NAPIER,
,,221,10,7,AUS,LOST,LONDON,,,222,10,10,SA,WON,AUCKLAND,
,,221,10,7,AUS,LOST,LONDON,,,241,3,10,IRE,WON,ADELAIDE,
,,221,10,7,AUS,LOST,LONDON,,,231,10,4,AUS,LOST,ADELAIDE,
,,221,10,7,AUS,LOST,LONDON,,,,,,,,,
,,221,10,7,AUS,LOST,LONDON,,,279,8,9,UAE,WON,BRISBANE,
,,221,10,7,AUS,LOST,LONDON,,,210,10,4,SA,LOST,CANBERRA,
,,221,10,7,AUS,LOST,LONDON,,,331,8,10,ZIM,WON,HOBART,
